,origin_station,destination_station,AMpeak_trips,PMpeak_trips,o_lat,o_lon,d_lat,d_lon
9605,Chancery Lane,Tooting Broadway,0,59,51.518494016584704,-0.11196202748568902,51.4270491448249,-0.16868452742757
9606,Charing Cross,Tooting Broadway,55,19,51.5083586300048,-0.124802938133095,51.4270491448249,-0.16868452742757
9607,Chiswick Park,Tooting Broadway,0,1,51.4943707139869,-0.26773692216360995,51.4270491448249,-0.16868452742757
9608,Clapham Common,Tooting Broadway,71,148,51.461803669852294,-0.13831490249485098,51.4270491448249,-0.16868452742757
9609,Clapham North,Tooting Broadway,13,11,51.464916214992506,-0.12991006289038198,51.4270491448249,-0.16868452742757
9610,Clapham South,Tooting Broadway,80,174,51.4526764891153,-0.147984069598376,51.4270491448249,-0.16868452742757
9611,Colliers Wood,Tooting Broadway,93,74,51.41875918776179,-0.177415099875595,51.4270491448249,-0.16868452742757
9612,Ealing Broadway,Tooting Broadway,14,1,51.514861974896405,-0.302010381444888,51.4270491448249,-0.16868452742757
9613,East Finchley,Tooting Broadway,0,14,51.5873325447116,-0.164743886020014,51.4270491448249,-0.16868452742757
9614,East Ham,Tooting Broadway,0,11,51.5392461649047,0.0515162933203073,51.4270491448249,-0.16868452742757
9615,Embankment,Tooting Broadway,0,40,51.50731249477679,-0.12236733652715699,51.4270491448249,-0.16868452742757
9616,Euston,Tooting Broadway,7,153,51.52866433052879,-0.133296471846732,51.4270491448249,-0.16868452742757
9617,Farringdon,Tooting Broadway,0,83,51.5201956882975,-0.10484306195035001,51.4270491448249,-0.16868452742757
9618,Finchley Road,Tooting Broadway,8,0,51.5470961986729,-0.180050560513333,51.4270491448249,-0.16868452742757
9619,Finsbury Park,Tooting Broadway,28,20,51.5646354455769,-0.10588148617519001,51.4270491448249,-0.16868452742757
9620,Fulham Broadway,Tooting Broadway,0,65,51.480260903539104,-0.19554416374798997,51.4270491448249,-0.16868452742757
9621,Gants Hill,Tooting Broadway,66,8,51.5765529520727,0.0660840978012218,51.4270491448249,-0.16868452742757
9622,Golders Green,Tooting Broadway,15,0,51.57221553323521,-0.194834559142163,51.4270491448249,-0.16868452742757
9623,Goodge Street,Tooting Broadway,0,57,51.52061310945721,-0.13480769016588698,51.4270491448249,-0.16868452742757
9624,Green Park,Tooting Broadway,46,419,51.506760484493896,-0.14247757559748198,51.4270491448249,-0.16868452742757
9625,Greenford,Tooting Broadway,4,0,51.541980070868995,-0.34587874010203995,51.4270491448249,-0.16868452742757
9626,Hanger Lane,Tooting Broadway,0,3,51.5300720336304,-0.29299614555526504,51.4270491448249,-0.16868452742757
9627,Harrow-on-the-Hill,Tooting Broadway,0,1,51.5793881186851,-0.33700151732302597,51.4270491448249,-0.16868452742757
9628,Hendon Central,Tooting Broadway,0,37,51.583133046747704,-0.226734140088258,51.4270491448249,-0.16868452742757
9629,High Barnet,Tooting Broadway,1,38,51.6516882533421,-0.194165380168301,51.4270491448249,-0.16868452742757
9630,High Street Kensington,Tooting Broadway,1,1,51.5007294453891,-0.19156605762672196,51.4270491448249,-0.16868452742757
9631,Highgate,Tooting Broadway,11,0,51.5776466172769,-0.14693486218376503,51.4270491448249,-0.16868452742757
9632,Holborn,Tooting Broadway,0,45,51.51723573506929,-0.11984050743238,51.4270491448249,-0.16868452742757
9633,Kennington,Tooting Broadway,137,13,51.488662458334105,-0.10507061341036901,51.4270491448249,-0.16868452742757
9634,Kentish Town,Tooting Broadway,43,5,51.55000952169021,-0.140471263842415,51.4270491448249,-0.16868452742757
9635,Kenton,Tooting Broadway,0,77,51.581496283816904,-0.31521686661349896,51.4270491448249,-0.16868452742757
9636,Kilburn,Tooting Broadway,0,5,51.54694443536611,-0.204632719131385,51.4270491448249,-0.16868452742757
9637,Kingsbury,Tooting Broadway,0,61,51.58487651699329,-0.278601608230903,51.4270491448249,-0.16868452742757
9638,Knightsbridge,Tooting Broadway,11,87,51.5013548976071,-0.16066448611880801,51.4270491448249,-0.16868452742757
9639,Lambeth North,Tooting Broadway,0,8,51.499129945865796,-0.11176826118096302,51.4270491448249,-0.16868452742757
9640,Leicester Square,Tooting Broadway,5,101,51.5112911816198,-0.128242147580481,51.4270491448249,-0.16868452742757
9641,Leyton,Tooting Broadway,30,0,51.5581322702431,-0.00646533158243596,51.4270491448249,-0.16868452742757
9642,Liverpool Street,Tooting Broadway,44,133,51.5175982643439,-0.0822496222771093,51.4270491448249,-0.16868452742757
9643,London Bridge,Tooting Broadway,268,582,51.5046743475629,-0.0860055981730393,51.4270491448249,-0.16868452742757
9644,Maida Vale,Tooting Broadway,6,0,51.5299950567181,-0.18543264693135394,51.4270491448249,-0.16868452742757
9645,Marble Arch,Tooting Broadway,1,59,51.51396549179051,-0.158571216249827,51.4270491448249,-0.16868452742757
9646,Marylebone,Tooting Broadway,33,0,51.5223966684401,-0.163492563860306,51.4270491448249,-0.16868452742757
9647,Mile End,Tooting Broadway,0,45,51.5253109704202,-0.0326660843305231,51.4270491448249,-0.16868452742757
9648,Mill Hill East,Tooting Broadway,6,0,51.60831664462871,-0.20989571287373104,51.4270491448249,-0.16868452742757
9649,Moorgate,Tooting Broadway,32,123,51.5184371390077,-0.0890176878750945,51.4270491448249,-0.16868452742757
9650,Morden,Tooting Broadway,612,203,51.402185961613505,-0.19485198172341897,51.4270491448249,-0.16868452742757
9651,North Acton,Tooting Broadway,0,3,51.5234324274314,-0.259729527847009,51.4270491448249,-0.16868452742757
9652,North Greenwich,Tooting Broadway,67,0,51.5002551525582,0.00358625912485761,51.4270491448249,-0.16868452742757
9653,North Wembley,Tooting Broadway,1,0,51.56239629153811,-0.30394821929308,51.4270491448249,-0.16868452742757
9654,Notting Hill Gate,Tooting Broadway,3,30,51.50937533634539,-0.19592161845508502,51.4270491448249,-0.16868452742757
9655,Old Street,Tooting Broadway,41,192,51.525581471626,-0.0876229578285339,51.4270491448249,-0.16868452742757
9656,Osterley,Tooting Broadway,0,1,51.4812168100862,-0.35209609607353903,51.4270491448249,-0.16868452742757
9657,Oval,Tooting Broadway,114,230,51.4814126004267,-0.11332107586241001,51.4270491448249,-0.16868452742757
9658,Oxford Circus,Tooting Broadway,4,280,51.5152234024753,-0.140836171281216,51.4270491448249,-0.16868452742757
9659,Paddington,Tooting Broadway,53,174,51.5153937854761,-0.17573675205718,51.4270491448249,-0.16868452742757
9660,Perivale,Tooting Broadway,2,0,51.536341821196096,-0.32307042198110697,51.4270491448249,-0.16868452742757
9661,Piccadilly Circus,Tooting Broadway,0,40,51.5096967485824,-0.133711597193113,51.4270491448249,-0.16868452742757
9662,Pimlico,Tooting Broadway,1,62,51.4895528621095,-0.13310825841606,51.4270491448249,-0.16868452742757
9663,Pinner,Tooting Broadway,8,0,51.5923616780875,-0.38122379020978003,51.4270491448249,-0.16868452742757
9664,Plaistow,Tooting Broadway,0,1,51.53128833503511,0.0177806419767876,51.4270491448249,-0.16868452742757
9665,Preston Road,Tooting Broadway,7,11,51.572103728155795,-0.294972012548964,51.4270491448249,-0.16868452742757
9666,Ravenscourt Park,Tooting Broadway,3,3,51.4940679805396,-0.235969233097656,51.4270491448249,-0.16868452742757
9667,Rayners Lane,Tooting Broadway,9,0,51.5753967323171,-0.3710608137742671,51.4270491448249,-0.16868452742757
9668,Richmond,Tooting Broadway,2,0,51.4632328858425,-0.30173913400666696,51.4270491448249,-0.16868452742757
9669,Rickmansworth,Tooting Broadway,40,0,51.6403230144667,-0.473684584103803,51.4270491448249,-0.16868452742757
9670,Russell Square,Tooting Broadway,0,16,51.523013038091094,-0.12459019776958,51.4270491448249,-0.16868452742757
9671,Seven Sisters,Tooting Broadway,32,0,51.58336215999121,-0.0724668228194505,51.4270491448249,-0.16868452742757
9672,Snaresbrook,Tooting Broadway,2,0,51.5808912737665,0.0214639277817424,51.4270491448249,-0.16868452742757
9673,South Kensington,Tooting Broadway,3,94,51.494071365584205,-0.17392302309209898,51.4270491448249,-0.16868452742757
9674,South Wimbledon,Tooting Broadway,135,202,51.4153607099116,-0.19197454623853302,51.4270491448249,-0.16868452742757
9675,Southwark,Tooting Broadway,0,5,51.5038536204048,-0.105794939570331,51.4270491448249,-0.16868452742757
9676,St. James's Park,Tooting Broadway,8,9,51.49960979443029,-0.133878755377767,51.4270491448249,-0.16868452742757
9677,Stamford Brook,Tooting Broadway,3,0,51.494449967762606,-0.245246309525915,51.4270491448249,-0.16868452742757
9678,Stockwell,Tooting Broadway,124,32,51.4721592557897,-0.122846304228405,51.4270491448249,-0.16868452742757
9679,Stonebridge Park,Tooting Broadway,4,0,51.5439865540715,-0.27540044151891496,51.4270491448249,-0.16868452742757
9680,Sudbury Hill,Tooting Broadway,10,0,51.5573395592764,-0.336392115131209,51.4270491448249,-0.16868452742757
9681,Temple,Tooting Broadway,0,11,51.5110406072706,-0.113725750277665,51.4270491448249,-0.16868452742757
9682,Tooting Bec,Tooting Broadway,38,94,51.435838064106704,-0.159700492309773,51.4270491448249,-0.16868452742757
9683,Tottenham Court Road,Tooting Broadway,4,134,51.51621087007461,-0.131110438934185,51.4270491448249,-0.16868452742757
9684,Tottenham Hale,Tooting Broadway,0,16,51.587997778177204,-0.0601878226919314,51.4270491448249,-0.16868452742757
9685,Tower Hill,Tooting Broadway,0,12,51.5103942732372,-0.0767011984581268,51.4270491448249,-0.16868452742757
9686,Tufnell Park,Tooting Broadway,4,0,51.556440797934705,-0.137742175150487,51.4270491448249,-0.16868452742757
9687,Turnpike Lane,Tooting Broadway,0,28,51.59035813391561,-0.102805041186646,51.4270491448249,-0.16868452742757
9688,Uxbridge,Tooting Broadway,0,42,51.5464545066041,-0.477101559701882,51.4270491448249,-0.16868452742757
9689,Vauxhall,Tooting Broadway,61,47,51.485735801715705,-0.123829952856406,51.4270491448249,-0.16868452742757
9690,Victoria,Tooting Broadway,213,465,51.4964239527317,-0.143920706325316,51.4270491448249,-0.16868452742757
9691,Walthamstow Central,Tooting Broadway,136,0,51.5830181133671,-0.0199405450269344,51.4270491448249,-0.16868452742757
9692,Wanstead,Tooting Broadway,28,0,51.5749021498173,0.0287604723850641,51.4270491448249,-0.16868452742757
9693,Warren Street,Tooting Broadway,2,60,51.5245799886272,-0.138278331644798,51.4270491448249,-0.16868452742757
9694,Warwick Avenue,Tooting Broadway,26,46,51.523104435131906,-0.18295329305572,51.4270491448249,-0.16868452742757
9695,Waterloo,Tooting Broadway,37,138,51.5031466396974,-0.113259251998453,51.4270491448249,-0.16868452742757
9696,Watford,Tooting Broadway,12,0,51.6576050960735,-0.41727000688367893,51.4270491448249,-0.16868452742757
9697,Wembley Central,Tooting Broadway,4,0,51.55186478030271,-0.296392327030991,51.4270491448249,-0.16868452742757
9698,Wembley Park,Tooting Broadway,0,77,51.5633224581255,-0.27924255264977305,51.4270491448249,-0.16868452742757
9699,West Ham,Tooting Broadway,0,52,51.528525519359896,0.00531739383062769,51.4270491448249,-0.16868452742757
9700,West Hampstead,Tooting Broadway,130,0,51.54747433305079,-0.19112658556357198,51.4270491448249,-0.16868452742757
9701,West Harrow,Tooting Broadway,2,0,51.57892423798761,-0.35384669716506706,51.4270491448249,-0.16868452742757
9702,Westbourne Park,Tooting Broadway,0,7,51.52098884133861,-0.20088251515821104,51.4270491448249,-0.16868452742757
9703,Westminster,Tooting Broadway,8,32,51.501401591350096,-0.125002079249726,51.4270491448249,-0.16868452742757
9704,White City,Tooting Broadway,0,33,51.512232437641494,-0.22463193144813,51.4270491448249,-0.16868452742757
9705,Whitechapel,Tooting Broadway,0,132,51.5195877855755,-0.0594204851891818,51.4270491448249,-0.16868452742757
9706,Wood Green,Tooting Broadway,9,0,51.597453728312104,-0.109526589468032,51.4270491448249,-0.16868452742757
9707,Woodford,Tooting Broadway,34,0,51.6072018443785,0.0340562023454831,51.4270491448249,-0.16868452742757
9708,Woodside Park,Tooting Broadway,24,0,51.61786839986421,-0.185425504725524,51.4270491448249,-0.16868452742757
9709,Acton Town,Tottenham Court Road,21,0,51.503071442963495,-0.28030270140601,51.51621087007461,-0.131110438934185
9710,Aldgate,Tottenham Court Road,0,42,51.5143423787415,-0.0756269126501567,51.51621087007461,-0.131110438934185
9711,Aldgate East,Tottenham Court Road,135,7,51.5150816226404,-0.0730014627258136,51.51621087007461,-0.131110438934185
9712,Alperton,Tottenham Court Road,4,0,51.5412092743614,-0.299515758699207,51.51621087007461,-0.131110438934185
9713,Amersham,Tottenham Court Road,1,0,51.6741293179421,-0.6065137893557739,51.51621087007461,-0.131110438934185
9714,Angel,Tottenham Court Road,35,0,51.53296801568911,-0.10558144894639801,51.51621087007461,-0.131110438934185
9715,Archway,Tottenham Court Road,201,63,51.5654905340774,-0.135121576677549,51.51621087007461,-0.131110438934185
9716,Arnos Grove,Tottenham Court Road,30,0,51.616230141680205,-0.134270218764562,51.51621087007461,-0.131110438934185
9717,Balham,Tottenham Court Road,317,104,51.443182562032604,-0.152685163343656,51.51621087007461,-0.131110438934185
9718,Barking,Tottenham Court Road,87,2,51.539521113341294,0.0808316100128655,51.51621087007461,-0.131110438934185
9719,Barkingside,Tottenham Court Road,21,0,51.5858506139378,0.0884766396392107,51.51621087007461,-0.131110438934185
9720,Barons Court,Tottenham Court Road,35,0,51.4902286819759,-0.213430145064537,51.51621087007461,-0.131110438934185
9721,Becontree,Tottenham Court Road,56,0,51.5395854092624,0.12688029173904,51.51621087007461,-0.131110438934185
9722,Belsize Park,Tottenham Court Road,77,0,51.5501908776835,-0.163974492584094,51.51621087007461,-0.131110438934185
9723,Bermondsey,Tottenham Court Road,94,38,51.4979607802573,-0.0643300900477039,51.51621087007461,-0.131110438934185
9724,Bethnal Green,Tottenham Court Road,453,250,51.527191741204994,-0.0553921116245381,51.51621087007461,-0.131110438934185
9725,Blackfriars,Tottenham Court Road,30,50,51.5115869277802,-0.10299538523578698,51.51621087007461,-0.131110438934185
9726,Blackhorse Road,Tottenham Court Road,72,1,51.5857766270677,-0.0396257115532134,51.51621087007461,-0.131110438934185
9727,Bond Street,Tottenham Court Road,31,255,51.51379752478379,-0.14961360982794597,51.51621087007461,-0.131110438934185
9728,Borough,Tottenham Court Road,38,34,51.50104886940699,-0.0941973231491299,51.51621087007461,-0.131110438934185
9729,Bounds Green,Tottenham Court Road,13,0,51.607031921240704,-0.124177065625754,51.51621087007461,-0.131110438934185
9730,Bow Road,Tottenham Court Road,215,51,51.5270418067574,-0.0243595906651091,51.51621087007461,-0.131110438934185
9731,Brent Cross,Tottenham Court Road,63,0,51.576599215060604,-0.21333584051056304,51.51621087007461,-0.131110438934185
9732,Brixton,Tottenham Court Road,216,65,51.4627368020741,-0.11455209758661801,51.51621087007461,-0.131110438934185
9733,Bromley-by-Bow,Tottenham Court Road,157,0,51.524840200182105,-0.0116823743599265,51.51621087007461,-0.131110438934185
9734,Buckhurst Hill,Tottenham Court Road,51,78,51.626576660928,0.0467125412965725,51.51621087007461,-0.131110438934185
9735,Burnt Oak,Tottenham Court Road,69,15,51.6025519118101,-0.264330712266273,51.51621087007461,-0.131110438934185
9736,Camden Town,Tottenham Court Road,99,382,51.539969352277005,-0.142452381051009,51.51621087007461,-0.131110438934185
9737,Canada Water,Tottenham Court Road,429,108,51.4981684118441,-0.0508071209954049,51.51621087007461,-0.131110438934185
9738,Canary Wharf,Tottenham Court Road,98,269,51.5035784043688,-0.0194668401596637,51.51621087007461,-0.131110438934185
9739,Canning Town,Tottenham Court Road,3,0,51.513870287242,0.00830563274393741,51.51621087007461,-0.131110438934185
9740,Cannon Street,Tottenham Court Road,57,11,51.5113620889071,-0.0902505268833338,51.51621087007461,-0.131110438934185
9741,Chalk Farm,Tottenham Court Road,46,92,51.5441490864876,-0.153733070875137,51.51621087007461,-0.131110438934185
9742,Chancery Lane,Tottenham Court Road,25,279,51.518494016584704,-0.11196202748568902,51.51621087007461,-0.131110438934185
9743,Charing Cross,Tottenham Court Road,301,110,51.5083586300048,-0.124802938133095,51.51621087007461,-0.131110438934185
9744,Chesham,Tottenham Court Road,12,0,51.705380020677296,-0.6114296571259019,51.51621087007461,-0.131110438934185
9745,Chigwell,Tottenham Court Road,5,0,51.6178578723834,0.0761792150052964,51.51621087007461,-0.131110438934185
9746,Chiswick Park,Tottenham Court Road,21,0,51.4943707139869,-0.26773692216360995,51.51621087007461,-0.131110438934185
9747,Chorleywood,Tottenham Court Road,4,0,51.6542659264231,-0.518333926536853,51.51621087007461,-0.131110438934185
9748,Clapham Common,Tottenham Court Road,178,10,51.461803669852294,-0.13831490249485098,51.51621087007461,-0.131110438934185
9749,Clapham North,Tottenham Court Road,188,28,51.464916214992506,-0.12991006289038198,51.51621087007461,-0.131110438934185
9750,Clapham South,Tottenham Court Road,101,8,51.4526764891153,-0.147984069598376,51.51621087007461,-0.131110438934185
9751,Cockfosters,Tottenham Court Road,35,0,51.6520244788699,-0.149916711073587,51.51621087007461,-0.131110438934185
9752,Colindale,Tottenham Court Road,74,81,51.5952305160491,-0.250287543714841,51.51621087007461,-0.131110438934185
9753,Colliers Wood,Tottenham Court Road,181,44,51.41875918776179,-0.177415099875595,51.51621087007461,-0.131110438934185
9754,Croxley,Tottenham Court Road,5,0,51.647005280107,-0.44160379825288504,51.51621087007461,-0.131110438934185
9755,Dagenham East,Tottenham Court Road,36,13,51.5441873390151,0.165833431683368,51.51621087007461,-0.131110438934185
9756,Dagenham Heathway,Tottenham Court Road,20,0,51.541211790954705,0.14767972018313802,51.51621087007461,-0.131110438934185
9757,Debden,Tottenham Court Road,30,3,51.645492001721,0.0838014748371958,51.51621087007461,-0.131110438934185
9758,Dollis Hill,Tottenham Court Road,12,62,51.551850590714395,-0.23879776168058803,51.51621087007461,-0.131110438934185
9759,Ealing Broadway,Tottenham Court Road,415,70,51.514861974896405,-0.302010381444888,51.51621087007461,-0.131110438934185
9760,East Acton,Tottenham Court Road,38,57,51.51626341426889,-0.24811222486180104,51.51621087007461,-0.131110438934185
9761,East Finchley,Tottenham Court Road,126,152,51.5873325447116,-0.164743886020014,51.51621087007461,-0.131110438934185
9762,East Ham,Tottenham Court Road,142,0,51.5392461649047,0.0515162933203073,51.51621087007461,-0.131110438934185
9763,East Putney,Tottenham Court Road,15,30,51.4588797835326,-0.210998234182405,51.51621087007461,-0.131110438934185
9764,Edgware,Tottenham Court Road,160,41,51.6142296221626,-0.275093666466036,51.51621087007461,-0.131110438934185
9765,Elm Park,Tottenham Court Road,23,0,51.5491245841858,0.197252681986762,51.51621087007461,-0.131110438934185
9766,Embankment,Tottenham Court Road,57,69,51.50731249477679,-0.12236733652715699,51.51621087007461,-0.131110438934185
9767,Epping,Tottenham Court Road,62,22,51.6936861661113,0.11382555274482599,51.51621087007461,-0.131110438934185
9768,Euston,Tottenham Court Road,192,270,51.52866433052879,-0.133296471846732,51.51621087007461,-0.131110438934185
9769,Fairlop,Tottenham Court Road,33,0,51.5961095431963,0.0905932794268205,51.51621087007461,-0.131110438934185
9770,Finchley Central,Tottenham Court Road,120,0,51.600903250521895,-0.193220636879031,51.51621087007461,-0.131110438934185
9771,Finchley Road,Tottenham Court Road,42,24,51.5470961986729,-0.180050560513333,51.51621087007461,-0.131110438934185
9772,Finsbury Park,Tottenham Court Road,13,90,51.5646354455769,-0.10588148617519001,51.51621087007461,-0.131110438934185
9773,Fulham Broadway,Tottenham Court Road,9,11,51.480260903539104,-0.19554416374798997,51.51621087007461,-0.131110438934185
9774,Gants Hill,Tottenham Court Road,92,5,51.5765529520727,0.0660840978012218,51.51621087007461,-0.131110438934185
9775,Gloucester Road,Tottenham Court Road,23,29,51.4944995577167,-0.18354355952647697,51.51621087007461,-0.131110438934185
9776,Golders Green,Tottenham Court Road,180,191,51.57221553323521,-0.194834559142163,51.51621087007461,-0.131110438934185
9777,Grange Hill,Tottenham Court Road,17,0,51.6134804256286,0.092272529661441,51.51621087007461,-0.131110438934185
9778,Great Portland Street,Tottenham Court Road,18,0,51.5237887958946,-0.14396142528077602,51.51621087007461,-0.131110438934185
9779,Green Park,Tottenham Court Road,0,75,51.506760484493896,-0.14247757559748198,51.51621087007461,-0.131110438934185
9780,Greenford,Tottenham Court Road,66,30,51.541980070868995,-0.34587874010203995,51.51621087007461,-0.131110438934185
9781,Gunnersbury,Tottenham Court Road,11,0,51.4918634114529,-0.27516413582292604,51.51621087007461,-0.131110438934185
9782,Hainault,Tottenham Court Road,194,0,51.6028453270268,0.0941085503026948,51.51621087007461,-0.131110438934185
9783,Hampstead,Tottenham Court Road,84,0,51.5565425953294,-0.17801455994679802,51.51621087007461,-0.131110438934185
9784,Hanger Lane,Tottenham Court Road,18,0,51.5300720336304,-0.29299614555526504,51.51621087007461,-0.131110438934185
9785,Harlesden,Tottenham Court Road,25,127,51.5362583277376,-0.257495674234359,51.51621087007461,-0.131110438934185
9786,Harrow-on-the-Hill,Tottenham Court Road,31,0,51.5793881186851,-0.33700151732302597,51.51621087007461,-0.131110438934185
9787,Hatton Cross,Tottenham Court Road,2,0,51.466685304207,-0.42338056342404795,51.51621087007461,-0.131110438934185
9788,Heathrow Terminal 5,Tottenham Court Road,30,0,51.470025425890505,-0.490647503171403,51.51621087007461,-0.131110438934185
9789,Hendon Central,Tottenham Court Road,139,18,51.583133046747704,-0.226734140088258,51.51621087007461,-0.131110438934185
9790,High Barnet,Tottenham Court Road,163,79,51.6516882533421,-0.194165380168301,51.51621087007461,-0.131110438934185
9791,High Street Kensington,Tottenham Court Road,43,86,51.5007294453891,-0.19156605762672196,51.51621087007461,-0.131110438934185
9792,Highgate,Tottenham Court Road,214,21,51.5776466172769,-0.14693486218376503,51.51621087007461,-0.131110438934185
9793,Holborn,Tottenham Court Road,8,94,51.51723573506929,-0.11984050743238,51.51621087007461,-0.131110438934185
9794,Holland Park,Tottenham Court Road,79,81,51.50714648390579,-0.206557777890637,51.51621087007461,-0.131110438934185
9795,Holloway Road,Tottenham Court Road,52,26,51.5528161033705,-0.11293569695285,51.51621087007461,-0.131110438934185
9796,Hornchurch,Tottenham Court Road,20,0,51.5543551095852,0.218926996584347,51.51621087007461,-0.131110438934185
9797,Hounslow East,Tottenham Court Road,6,0,51.47370789438,-0.35527532185487004,51.51621087007461,-0.131110438934185
9798,Hyde Park Corner,Tottenham Court Road,0,19,51.502584012708205,-0.15247411397848998,51.51621087007461,-0.131110438934185
9799,Kennington,Tottenham Court Road,218,92,51.488662458334105,-0.10507061341036901,51.51621087007461,-0.131110438934185
9800,Kensal Green,Tottenham Court Road,21,0,51.53052421415789,-0.224713384073025,51.51621087007461,-0.131110438934185
9801,Kentish Town,Tottenham Court Road,51,170,51.55000952169021,-0.140471263842415,51.51621087007461,-0.131110438934185
9802,Kilburn,Tottenham Court Road,61,0,51.54694443536611,-0.204632719131385,51.51621087007461,-0.131110438934185
9803,Kilburn Park,Tottenham Court Road,36,22,51.535135536904896,-0.193966057123936,51.51621087007461,-0.131110438934185
9804,Kingsbury,Tottenham Court Road,67,22,51.58487651699329,-0.278601608230903,51.51621087007461,-0.131110438934185
9805,Knightsbridge,Tottenham Court Road,18,46,51.5013548976071,-0.16066448611880801,51.51621087007461,-0.131110438934185
9806,Lambeth North,Tottenham Court Road,15,0,51.499129945865796,-0.11176826118096302,51.51621087007461,-0.131110438934185
9807,Lancaster Gate,Tottenham Court Road,241,150,51.511890943083706,-0.175429928574922,51.51621087007461,-0.131110438934185
9808,Latimer Road,Tottenham Court Road,2,0,51.5139580984839,-0.217459666065143,51.51621087007461,-0.131110438934185
9809,Leicester Square,Tottenham Court Road,0,110,51.5112911816198,-0.128242147580481,51.51621087007461,-0.131110438934185
9810,Leyton,Tottenham Court Road,304,119,51.5581322702431,-0.00646533158243596,51.51621087007461,-0.131110438934185
9811,Leytonstone,Tottenham Court Road,251,20,51.5685222890996,0.00914045195130117,51.51621087007461,-0.131110438934185
9812,Liverpool Street,Tottenham Court Road,927,1049,51.5175982643439,-0.0822496222771093,51.51621087007461,-0.131110438934185
9813,London Bridge,Tottenham Court Road,411,330,51.5046743475629,-0.0860055981730393,51.51621087007461,-0.131110438934185
9814,Loughton,Tottenham Court Road,122,6,51.641570477697705,0.0552790791032814,51.51621087007461,-0.131110438934185
9815,Maida Vale,Tottenham Court Road,29,0,51.5299950567181,-0.18543264693135394,51.51621087007461,-0.131110438934185
9816,Manor House,Tottenham Court Road,7,0,51.570747140220206,-0.0956849762588548,51.51621087007461,-0.131110438934185
9817,Marble Arch,Tottenham Court Road,62,202,51.51396549179051,-0.158571216249827,51.51621087007461,-0.131110438934185
9818,Marylebone,Tottenham Court Road,165,0,51.5223966684401,-0.163492563860306,51.51621087007461,-0.131110438934185
9819,Mile End,Tottenham Court Road,298,164,51.5253109704202,-0.0326660843305231,51.51621087007461,-0.131110438934185
9820,Mill Hill East,Tottenham Court Road,41,0,51.60831664462871,-0.20989571287373104,51.51621087007461,-0.131110438934185
9821,Moor Park,Tottenham Court Road,0,17,51.62993066541039,-0.43291302742675797,51.51621087007461,-0.131110438934185
9822,Morden,Tottenham Court Road,179,7,51.402185961613505,-0.19485198172341897,51.51621087007461,-0.131110438934185
9823,Mornington Crescent,Tottenham Court Road,41,115,51.5343622173569,-0.138744349838543,51.51621087007461,-0.131110438934185
9824,Neasden,Tottenham Court Road,35,0,51.554627717006504,-0.250115045332305,51.51621087007461,-0.131110438934185
9825,Newbury Park,Tottenham Court Road,5,2,51.5756383559361,0.090303157711892,51.51621087007461,-0.131110438934185
9826,North Acton,Tottenham Court Road,118,98,51.5234324274314,-0.259729527847009,51.51621087007461,-0.131110438934185
9827,North Greenwich,Tottenham Court Road,176,0,51.5002551525582,0.00358625912485761,51.51621087007461,-0.131110438934185
9828,North Harrow,Tottenham Court Road,24,5,51.584631298927405,-0.3626329932634129,51.51621087007461,-0.131110438934185
9829,Northolt,Tottenham Court Road,53,82,51.548212900955,-0.368440595510011,51.51621087007461,-0.131110438934185
9830,Northwood,Tottenham Court Road,20,0,51.611213610715,-0.423837786672373,51.51621087007461,-0.131110438934185
9831,Notting Hill Gate,Tottenham Court Road,194,196,51.50937533634539,-0.19592161845508502,51.51621087007461,-0.131110438934185
9832,Oakwood,Tottenham Court Road,2,0,51.6476379604749,-0.131853539818674,51.51621087007461,-0.131110438934185
9833,Old Street,Tottenham Court Road,4,185,51.525581471626,-0.0876229578285339,51.51621087007461,-0.131110438934185
9834,Osterley,Tottenham Court Road,0,21,51.4812168100862,-0.35209609607353903,51.51621087007461,-0.131110438934185
9835,Oval,Tottenham Court Road,159,101,51.4814126004267,-0.11332107586241001,51.51621087007461,-0.131110438934185
9836,Oxford Circus,Tottenham Court Road,17,175,51.5152234024753,-0.140836171281216,51.51621087007461,-0.131110438934185
9837,Paddington,Tottenham Court Road,105,14,51.5153937854761,-0.17573675205718,51.51621087007461,-0.131110438934185
9838,Parsons Green,Tottenham Court Road,61,0,51.474960152611295,-0.20112449236141197,51.51621087007461,-0.131110438934185
9839,Perivale,Tottenham Court Road,60,20,51.536341821196096,-0.32307042198110697,51.51621087007461,-0.131110438934185
9840,Piccadilly Circus,Tottenham Court Road,0,100,51.5096967485824,-0.133711597193113,51.51621087007461,-0.131110438934185
9841,Pimlico,Tottenham Court Road,20,61,51.4895528621095,-0.13310825841606,51.51621087007461,-0.131110438934185
9842,Plaistow,Tottenham Court Road,30,7,51.53128833503511,0.0177806419767876,51.51621087007461,-0.131110438934185
9843,Putney Bridge,Tottenham Court Road,17,20,51.4678653375334,-0.20936541684838395,51.51621087007461,-0.131110438934185
9844,Queensway,Tottenham Court Road,20,68,51.510449232949895,-0.18741990308706696,51.51621087007461,-0.131110438934185
9845,Ravenscourt Park,Tottenham Court Road,2,0,51.4940679805396,-0.235969233097656,51.51621087007461,-0.131110438934185
9846,Redbridge,Tottenham Court Road,17,65,51.5763669173707,0.0453940439621216,51.51621087007461,-0.131110438934185
