,origin_station,destination_station,AMpeak_trips,PMpeak_trips,o_lat,o_lon,d_lat,d_lon
6204,Bayswater,Mansion House,19,1,51.5121112883667,-0.18790157392744103,51.512091750122096,-0.0941976577543322
6205,Becontree,Mansion House,29,0,51.5395854092624,0.12688029173904,51.512091750122096,-0.0941976577543322
6206,Belsize Park,Mansion House,57,0,51.5501908776835,-0.163974492584094,51.512091750122096,-0.0941976577543322
6207,Blackfriars,Mansion House,108,0,51.5115869277802,-0.10299538523578698,51.512091750122096,-0.0941976577543322
6208,Blackhorse Road,Mansion House,6,0,51.5857766270677,-0.0396257115532134,51.512091750122096,-0.0941976577543322
6209,Bounds Green,Mansion House,5,0,51.607031921240704,-0.124177065625754,51.512091750122096,-0.0941976577543322
6210,Bow Road,Mansion House,13,0,51.5270418067574,-0.0243595906651091,51.512091750122096,-0.0941976577543322
6211,Brixton,Mansion House,92,0,51.4627368020741,-0.11455209758661801,51.512091750122096,-0.0941976577543322
6212,Chiswick Park,Mansion House,26,0,51.4943707139869,-0.26773692216360995,51.512091750122096,-0.0941976577543322
6213,Clapham Common,Mansion House,28,0,51.461803669852294,-0.13831490249485098,51.512091750122096,-0.0941976577543322
6214,Clapham North,Mansion House,88,0,51.464916214992506,-0.12991006289038198,51.512091750122096,-0.0941976577543322
6215,Croxley,Mansion House,8,0,51.647005280107,-0.44160379825288504,51.512091750122096,-0.0941976577543322
6216,Dagenham East,Mansion House,30,14,51.5441873390151,0.165833431683368,51.512091750122096,-0.0941976577543322
6217,Ealing Broadway,Mansion House,38,0,51.514861974896405,-0.302010381444888,51.512091750122096,-0.0941976577543322
6218,Ealing Common,Mansion House,24,0,51.5102486557265,-0.28715141790547805,51.512091750122096,-0.0941976577543322
6219,East Finchley,Mansion House,15,0,51.5873325447116,-0.164743886020014,51.512091750122096,-0.0941976577543322
6220,East Ham,Mansion House,3,0,51.5392461649047,0.0515162933203073,51.512091750122096,-0.0941976577543322
6221,East Putney,Mansion House,261,0,51.4588797835326,-0.210998234182405,51.512091750122096,-0.0941976577543322
6222,Edgware,Mansion House,4,0,51.6142296221626,-0.275093666466036,51.512091750122096,-0.0941976577543322
6223,Elm Park,Mansion House,67,0,51.5491245841858,0.197252681986762,51.512091750122096,-0.0941976577543322
6224,Embankment,Mansion House,129,85,51.50731249477679,-0.12236733652715699,51.512091750122096,-0.0941976577543322
6225,Euston,Mansion House,64,0,51.52866433052879,-0.133296471846732,51.512091750122096,-0.0941976577543322
6226,Finchley Road,Mansion House,30,0,51.5470961986729,-0.180050560513333,51.512091750122096,-0.0941976577543322
6227,Fulham Broadway,Mansion House,231,0,51.480260903539104,-0.19554416374798997,51.512091750122096,-0.0941976577543322
6228,Gloucester Road,Mansion House,274,30,51.4944995577167,-0.18354355952647697,51.512091750122096,-0.0941976577543322
6229,Goldhawk Road,Mansion House,6,0,51.502076966571295,-0.227404006254784,51.512091750122096,-0.0941976577543322
6230,Green Park,Mansion House,14,0,51.506760484493896,-0.14247757559748198,51.512091750122096,-0.0941976577543322
6231,Gunnersbury,Mansion House,5,0,51.4918634114529,-0.27516413582292604,51.512091750122096,-0.0941976577543322
6232,Hampstead,Mansion House,10,0,51.5565425953294,-0.17801455994679802,51.512091750122096,-0.0941976577543322
6233,Harlesden,Mansion House,34,0,51.5362583277376,-0.257495674234359,51.512091750122096,-0.0941976577543322
6234,Harrow-on-the-Hill,Mansion House,31,0,51.5793881186851,-0.33700151732302597,51.512091750122096,-0.0941976577543322
6235,Hatton Cross,Mansion House,8,8,51.466685304207,-0.42338056342404795,51.512091750122096,-0.0941976577543322
6236,Heathrow Terminal 4,Mansion House,5,0,51.4597804296919,-0.447729589959589,51.512091750122096,-0.0941976577543322
6237,High Street Kensington,Mansion House,104,0,51.5007294453891,-0.19156605762672196,51.512091750122096,-0.0941976577543322
6238,Highgate,Mansion House,21,0,51.5776466172769,-0.14693486218376503,51.512091750122096,-0.0941976577543322
6239,Hornchurch,Mansion House,24,0,51.5543551095852,0.218926996584347,51.512091750122096,-0.0941976577543322
6240,Hounslow Central,Mansion House,14,0,51.470925765892105,-0.36595812917284204,51.512091750122096,-0.0941976577543322
6241,Kennington,Mansion House,17,0,51.488662458334105,-0.10507061341036901,51.512091750122096,-0.0941976577543322
6242,Kensal Green,Mansion House,6,0,51.53052421415789,-0.224713384073025,51.512091750122096,-0.0941976577543322
6243,Kentish Town,Mansion House,10,0,51.55000952169021,-0.140471263842415,51.512091750122096,-0.0941976577543322
6244,Kew Gardens,Mansion House,33,0,51.4767891362521,-0.285381011417179,51.512091750122096,-0.0941976577543322
6245,Kilburn,Mansion House,52,0,51.54694443536611,-0.204632719131385,51.512091750122096,-0.0941976577543322
6246,Knightsbridge,Mansion House,3,0,51.5013548976071,-0.16066448611880801,51.512091750122096,-0.0941976577543322
6247,Marylebone,Mansion House,114,0,51.5223966684401,-0.163492563860306,51.512091750122096,-0.0941976577543322
6248,Mile End,Mansion House,52,0,51.5253109704202,-0.0326660843305231,51.512091750122096,-0.0941976577543322
6249,Morden,Mansion House,17,0,51.402185961613505,-0.19485198172341897,51.512091750122096,-0.0941976577543322
6250,Neasden,Mansion House,17,0,51.554627717006504,-0.250115045332305,51.512091750122096,-0.0941976577543322
6251,Newbury Park,Mansion House,20,0,51.5756383559361,0.090303157711892,51.512091750122096,-0.0941976577543322
6252,North Ealing,Mansion House,13,0,51.5176222888529,-0.288993552615282,51.512091750122096,-0.0941976577543322
6253,Northfields,Mansion House,42,0,51.500491670459795,-0.31506481877021597,51.512091750122096,-0.0941976577543322
6254,Northwick Park,Mansion House,37,0,51.57850868801479,-0.31819939191086705,51.512091750122096,-0.0941976577543322
6255,Northwood Hills,Mansion House,17,0,51.600802645329296,-0.409311357826304,51.512091750122096,-0.0941976577543322
6256,Osterley,Mansion House,4,0,51.4812168100862,-0.35209609607353903,51.512091750122096,-0.0941976577543322
6257,Oval,Mansion House,10,0,51.4814126004267,-0.11332107586241001,51.512091750122096,-0.0941976577543322
6258,Oxford Circus,Mansion House,0,6,51.5152234024753,-0.140836171281216,51.512091750122096,-0.0941976577543322
6259,Paddington,Mansion House,123,72,51.5153937854761,-0.17573675205718,51.512091750122096,-0.0941976577543322
6260,Parsons Green,Mansion House,411,0,51.474960152611295,-0.20112449236141197,51.512091750122096,-0.0941976577543322
6261,Piccadilly Circus,Mansion House,0,20,51.5096967485824,-0.133711597193113,51.512091750122096,-0.0941976577543322
6262,Pimlico,Mansion House,117,0,51.4895528621095,-0.13310825841606,51.512091750122096,-0.0941976577543322
6263,Pinner,Mansion House,49,0,51.5923616780875,-0.38122379020978003,51.512091750122096,-0.0941976577543322
6264,Plaistow,Mansion House,39,0,51.53128833503511,0.0177806419767876,51.512091750122096,-0.0941976577543322
6265,Putney Bridge,Mansion House,118,0,51.4678653375334,-0.20936541684838395,51.512091750122096,-0.0941976577543322
6266,Queensbury,Mansion House,5,0,51.5938829754361,-0.286331597393279,51.512091750122096,-0.0941976577543322
6267,Ravenscourt Park,Mansion House,43,40,51.4940679805396,-0.235969233097656,51.512091750122096,-0.0941976577543322
6268,Rayners Lane,Mansion House,6,0,51.5753967323171,-0.3710608137742671,51.512091750122096,-0.0941976577543322
6269,Richmond,Mansion House,57,4,51.4632328858425,-0.30173913400666696,51.512091750122096,-0.0941976577543322
6270,Seven Sisters,Mansion House,4,0,51.58336215999121,-0.0724668228194505,51.512091750122096,-0.0941976577543322
6271,Sloane Square,Mansion House,527,50,51.4923597642465,-0.156488857475889,51.512091750122096,-0.0941976577543322
6272,South Ealing,Mansion House,26,0,51.501644020742795,-0.30704024495136606,51.512091750122096,-0.0941976577543322
6273,South Kensington,Mansion House,364,49,51.494071365584205,-0.17392302309209898,51.512091750122096,-0.0941976577543322
6274,South Kenton,Mansion House,8,0,51.5710444494788,-0.30814297729179496,51.512091750122096,-0.0941976577543322
6275,South Wimbledon,Mansion House,17,0,51.4153607099116,-0.19197454623853302,51.512091750122096,-0.0941976577543322
6276,Southfields,Mansion House,95,0,51.444883313434495,-0.20660938557051503,51.512091750122096,-0.0941976577543322
6277,St. James's Park,Mansion House,205,63,51.49960979443029,-0.133878755377767,51.512091750122096,-0.0941976577543322
6278,Stamford Brook,Mansion House,67,0,51.494449967762606,-0.245246309525915,51.512091750122096,-0.0941976577543322
6279,Stanmore,Mansion House,53,0,51.6196734439499,-0.303099292944956,51.512091750122096,-0.0941976577543322
6280,Stockwell,Mansion House,30,0,51.4721592557897,-0.122846304228405,51.512091750122096,-0.0941976577543322
6281,Swiss Cottage,Mansion House,77,0,51.5430348466642,-0.17562660443027803,51.512091750122096,-0.0941976577543322
6282,Temple,Mansion House,19,16,51.5110406072706,-0.113725750277665,51.512091750122096,-0.0941976577543322
6283,Tooting Bec,Mansion House,6,0,51.435838064106704,-0.159700492309773,51.512091750122096,-0.0941976577543322
6284,Tower Hill,Mansion House,380,37,51.5103942732372,-0.0767011984581268,51.512091750122096,-0.0941976577543322
6285,Tufnell Park,Mansion House,1,0,51.556440797934705,-0.137742175150487,51.512091750122096,-0.0941976577543322
6286,Turnham Green,Mansion House,191,3,51.495181941248596,-0.25452456805284,51.512091750122096,-0.0941976577543322
6287,Turnpike Lane,Mansion House,3,0,51.59035813391561,-0.102805041186646,51.512091750122096,-0.0941976577543322
6288,Upminster,Mansion House,81,0,51.5587633566288,0.251400801076897,51.512091750122096,-0.0941976577543322
6289,Upminster Bridge,Mansion House,24,0,51.5577188010339,0.23454188868617798,51.512091750122096,-0.0941976577543322
6290,Upney,Mansion House,73,0,51.538405647702,0.10153174405096499,51.512091750122096,-0.0941976577543322
6291,Upton Park,Mansion House,8,0,51.5366282006416,0.0345418396504738,51.512091750122096,-0.0941976577543322
6292,Uxbridge,Mansion House,31,0,51.5464545066041,-0.477101559701882,51.512091750122096,-0.0941976577543322
6293,Vauxhall,Mansion House,38,15,51.485735801715705,-0.123829952856406,51.512091750122096,-0.0941976577543322
6294,Victoria,Mansion House,106,42,51.4964239527317,-0.143920706325316,51.512091750122096,-0.0941976577543322
6295,Warwick Avenue,Mansion House,65,0,51.523104435131906,-0.18295329305572,51.512091750122096,-0.0941976577543322
6296,Waterloo,Mansion House,90,0,51.5031466396974,-0.113259251998453,51.512091750122096,-0.0941976577543322
6297,West Brompton,Mansion House,46,0,51.4873289147265,-0.19553881189039604,51.512091750122096,-0.0941976577543322
6298,West Finchley,Mansion House,19,0,51.6092627277839,-0.188917109550708,51.512091750122096,-0.0941976577543322
6299,West Hampstead,Mansion House,28,0,51.54747433305079,-0.19112658556357198,51.512091750122096,-0.0941976577543322
6300,West Harrow,Mansion House,2,0,51.57892423798761,-0.35384669716506706,51.512091750122096,-0.0941976577543322
6301,West Kensington,Mansion House,149,0,51.490109362443704,-0.20620369468782102,51.512091750122096,-0.0941976577543322
6302,Westminster,Mansion House,70,94,51.501401591350096,-0.125002079249726,51.512091750122096,-0.0941976577543322
6303,Whitechapel,Mansion House,170,73,51.5195877855755,-0.0594204851891818,51.512091750122096,-0.0941976577543322
6304,Wimbledon,Mansion House,32,0,51.4211078449718,-0.206662835920936,51.512091750122096,-0.0941976577543322
6305,Wimbledon Park,Mansion House,139,0,51.43458095262871,-0.199186275276999,51.512091750122096,-0.0941976577543322
6306,Acton Town,Moorgate,16,117,51.503071442963495,-0.28030270140601,51.5184371390077,-0.0890176878750945
6307,Aldgate,Moorgate,200,204,51.5143423787415,-0.0756269126501567,51.5184371390077,-0.0890176878750945
6308,Aldgate East,Moorgate,67,0,51.5150816226404,-0.0730014627258136,51.5184371390077,-0.0890176878750945
6309,Amersham,Moorgate,61,0,51.6741293179421,-0.6065137893557739,51.5184371390077,-0.0890176878750945
6310,Angel,Moorgate,152,108,51.53296801568911,-0.10558144894639801,51.5184371390077,-0.0890176878750945
6311,Archway,Moorgate,306,39,51.5654905340774,-0.135121576677549,51.5184371390077,-0.0890176878750945
6312,Arnos Grove,Moorgate,346,0,51.616230141680205,-0.134270218764562,51.5184371390077,-0.0890176878750945
6313,Arsenal,Moorgate,29,0,51.5585413757193,-0.105499933602789,51.5184371390077,-0.0890176878750945
6314,Baker Street,Moorgate,1244,160,51.5231296204391,-0.15690419441262,51.5184371390077,-0.0890176878750945
6315,Balham,Moorgate,889,0,51.443182562032604,-0.152685163343656,51.5184371390077,-0.0890176878750945
6316,Barbican,Moorgate,13,268,51.5202152835411,-0.0977215786403087,51.5184371390077,-0.0890176878750945
6317,Barking,Moorgate,76,0,51.539521113341294,0.0808316100128655,51.5184371390077,-0.0890176878750945
6318,Becontree,Moorgate,54,0,51.5395854092624,0.12688029173904,51.5184371390077,-0.0890176878750945
6319,Belsize Park,Moorgate,434,69,51.5501908776835,-0.163974492584094,51.5184371390077,-0.0890176878750945
6320,Bermondsey,Moorgate,80,0,51.4979607802573,-0.0643300900477039,51.5184371390077,-0.0890176878750945
6321,Blackhorse Road,Moorgate,40,0,51.5857766270677,-0.0396257115532134,51.5184371390077,-0.0890176878750945
6322,Bond Street,Moorgate,20,0,51.51379752478379,-0.14961360982794597,51.5184371390077,-0.0890176878750945
6323,Borough,Moorgate,231,19,51.50104886940699,-0.0941973231491299,51.5184371390077,-0.0890176878750945
6324,Bounds Green,Moorgate,25,0,51.607031921240704,-0.124177065625754,51.5184371390077,-0.0890176878750945
6325,Bow Road,Moorgate,4,0,51.5270418067574,-0.0243595906651091,51.5184371390077,-0.0890176878750945
6326,Brent Cross,Moorgate,47,4,51.576599215060604,-0.21333584051056304,51.5184371390077,-0.0890176878750945
6327,Brixton,Moorgate,264,6,51.4627368020741,-0.11455209758661801,51.5184371390077,-0.0890176878750945
6328,Bromley-by-Bow,Moorgate,3,0,51.524840200182105,-0.0116823743599265,51.5184371390077,-0.0890176878750945
6329,Burnt Oak,Moorgate,139,0,51.6025519118101,-0.264330712266273,51.5184371390077,-0.0890176878750945
6330,Caledonian Road,Moorgate,22,0,51.547885441027496,-0.118360861873635,51.5184371390077,-0.0890176878750945
6331,Camden Town,Moorgate,347,166,51.539969352277005,-0.142452381051009,51.5184371390077,-0.0890176878750945
6332,Canada Water,Moorgate,21,26,51.4981684118441,-0.0508071209954049,51.5184371390077,-0.0890176878750945
6333,Canary Wharf,Moorgate,139,75,51.5035784043688,-0.0194668401596637,51.5184371390077,-0.0890176878750945
6334,Canning Town,Moorgate,193,0,51.513870287242,0.00830563274393741,51.5184371390077,-0.0890176878750945
6335,Cannon Street,Moorgate,27,0,51.5113620889071,-0.0902505268833338,51.5184371390077,-0.0890176878750945
6336,Canons Park,Moorgate,61,0,51.60765056954779,-0.29439159654004604,51.5184371390077,-0.0890176878750945
6337,Chalk Farm,Moorgate,278,61,51.5441490864876,-0.153733070875137,51.5184371390077,-0.0890176878750945
6338,Chancery Lane,Moorgate,0,2,51.518494016584704,-0.11196202748568902,51.5184371390077,-0.0890176878750945
6339,Chesham,Moorgate,22,0,51.705380020677296,-0.6114296571259019,51.5184371390077,-0.0890176878750945
6340,Chiswick Park,Moorgate,5,0,51.4943707139869,-0.26773692216360995,51.5184371390077,-0.0890176878750945
6341,Chorleywood,Moorgate,39,1,51.6542659264231,-0.518333926536853,51.5184371390077,-0.0890176878750945
6342,Clapham Common,Moorgate,609,0,51.461803669852294,-0.13831490249485098,51.5184371390077,-0.0890176878750945
6343,Clapham North,Moorgate,232,0,51.464916214992506,-0.12991006289038198,51.5184371390077,-0.0890176878750945
6344,Clapham South,Moorgate,834,0,51.4526764891153,-0.147984069598376,51.5184371390077,-0.0890176878750945
6345,Cockfosters,Moorgate,30,0,51.6520244788699,-0.149916711073587,51.5184371390077,-0.0890176878750945
6346,Colindale,Moorgate,222,119,51.5952305160491,-0.250287543714841,51.5184371390077,-0.0890176878750945
6347,Colliers Wood,Moorgate,287,0,51.41875918776179,-0.177415099875595,51.5184371390077,-0.0890176878750945
6348,Croxley,Moorgate,42,0,51.647005280107,-0.44160379825288504,51.5184371390077,-0.0890176878750945
6349,Dagenham Heathway,Moorgate,18,0,51.541211790954705,0.14767972018313802,51.5184371390077,-0.0890176878750945
6350,Dollis Hill,Moorgate,109,0,51.551850590714395,-0.23879776168058803,51.5184371390077,-0.0890176878750945
6351,Ealing Broadway,Moorgate,7,0,51.514861974896405,-0.302010381444888,51.5184371390077,-0.0890176878750945
