,Station,Latitude,Longitude
530,Surbiton,51.3925995331194,-0.30438455983035306
531,Surrey Quays,51.4932668568496,-0.0475299876540577
532,Sutton,51.359506135223505,-0.19130201116946
533,Sutton Common,51.375554694893395,-0.19691991238579803
534,Swiss Cottage,51.5430348466642,-0.17562660443027803
535,Sydenham,51.42734125177,-0.0550886709366784
536,Sydenham Hill,51.4325758875121,-0.0802302078783204
537,Syon Lane,51.481474687780704,-0.326495034576377
538,Tadworth,51.291627864118794,-0.23600801588635797
539,Tattenham Corner,51.3091813104276,-0.242566272809415
540,Teddington,51.4244974970743,-0.332705337018505
541,Temple,51.5110406072706,-0.113725750277665
542,Thames Ditton,51.38861607207439,-0.338292837634167
543,Theobalds Grove,51.69237258898521,-0.0347481344111863
544,Therapia Lane,51.385685790778204,-0.129017106854559
545,Theydon Bois,51.6725520831721,0.10289073625208199
546,Thornton Heath,51.3984810780709,-0.100433165116845
547,Tolworth,51.376843316034794,-0.2796201149932
548,Tooting,51.41989663254461,-0.161002472127555
549,Tooting Bec,51.435838064106704,-0.159700492309773
550,Tooting Broadway,51.4270491448249,-0.16868452742757
551,Tottenham Court Road,51.51621087007461,-0.131110438934185
552,Tottenham Hale,51.587997778177204,-0.0601878226919314
553,Totteridge and Whetstone,51.6302467196558,-0.179354263099613
554,Tower Gateway,51.5103926423114,-0.0744098772286296
555,Tower Hill,51.5103942732372,-0.0767011984581268
556,Tufnell Park,51.556440797934705,-0.137742175150487
557,Tulse Hill,51.439797427529896,-0.10512250909584099
558,Turkey Street,51.672653660962,-0.0472299313571245
559,Turnham Green,51.495181941248596,-0.25452456805284
560,Turnpike Lane,51.59035813391561,-0.102805041186646
561,Twickenham,51.4502509473096,-0.328860226374421
562,Upminster,51.5587633566288,0.251400801076897
563,Upminster Bridge,51.5577188010339,0.23454188868617798
564,Upney,51.538405647702,0.10153174405096499
565,Upper Holloway,51.563623304644004,-0.129109363657748
566,Upper Warlingham,51.30877225465571,-0.0774816619121048
567,Upton Park,51.5366282006416,0.0345418396504738
568,Uxbridge,51.5464545066041,-0.477101559701882
569,Vauxhall,51.485735801715705,-0.123829952856406
570,Victoria,51.4964239527317,-0.143920706325316
571,Waddon,51.3673792570589,-0.117394076608697
572,Waddon Marsh,51.3770829520234,-0.117987464951922
573,Wallington,51.36033154438379,-0.15086383512315
574,Waltham Cross,51.68525725632279,-0.0265642572484255
575,Walthamstow Central,51.5830181133671,-0.0199405450269344
576,Walthamstow Queens Road,51.58154619149511,-0.0238439433319081
577,Wandle Park,51.37340071573279,-0.113253321178582
578,Wandsworth Common,51.4463656043586,-0.16353698096571698
579,Wandsworth Road,51.47022320222361,-0.13903767574710799
580,Wandsworth Town,51.46103407574329,-0.187910037730367
581,Wanstead,51.5749021498173,0.0287604723850641
582,Wanstead Park,51.5517780784731,0.0263899430085046
583,Wapping,51.5043403163738,-0.0558608145326272
584,Warren Street,51.5245799886272,-0.138278331644798
585,Warwick Avenue,51.523104435131906,-0.18295329305572
586,Waterloo,51.5031466396974,-0.113259251998453
587,Waterloo East,51.5041686097651,-0.10915363758111
588,Watford,51.6576050960735,-0.41727000688367893
589,Watford High Street,51.652653704545,-0.391696729322962
590,Watford Junction,51.6638830132479,-0.396171957174806
591,Wellesley Road,51.3753675385357,-0.0975249086343253
592,Welling,51.46477708819899,0.10177503847313302
593,Wembley Central,51.55186478030271,-0.296392327030991
594,Wembley Park,51.5633224581255,-0.27924255264977305
595,Wembley Stadium,51.5546545705647,-0.28604644673579405
596,West Acton,51.517770150265896,-0.28065717548937
597,West Brompton,51.4873289147265,-0.19553881189039604
598,West Croydon,51.3785521741293,-0.102034292902506
599,West Drayton,51.510071218536,-0.47217609685820505
600,West Dulwich,51.440911821297206,-0.09067267639260498
601,West Ealing,51.513625205209706,-0.319782954648735
602,West Finchley,51.6092627277839,-0.188917109550708
603,West Ham,51.528525519359896,0.00531739383062769
604,West Hampstead,51.54747433305079,-0.19112658556357198
605,West Hampstead Thameslink,51.54862912261479,-0.192537519702221
606,West Harrow,51.57892423798761,-0.35384669716506706
607,West India Quay,51.50676265766771,-0.0205824471509307
608,West Kensington,51.490109362443704,-0.20620369468782102
609,West Norwood,51.431241115649996,-0.10318913491266199
610,West Ruislip,51.569587871370295,-0.43786014555668706
611,West Silvertown,51.502884434803,0.0222460466499381
612,West Sutton,51.366150135202204,-0.204644548460784
613,West Wickham,51.3812842012659,-0.0145763304220232
614,Westbourne Park,51.52098884133861,-0.20088251515821104
615,Westcombe Park,51.4845088959986,0.0177457002429358
616,Westferry,51.5096381479109,-0.0263231371398518
617,Westminster,51.501401591350096,-0.125002079249726
618,White City,51.512232437641494,-0.22463193144813
619,White Hart Lane,51.605034770871804,-0.070870326822947
620,Whitechapel,51.5195877855755,-0.0594204851891818
621,Whitton,51.4495881907174,-0.35768206087209997
622,Whyteleafe,51.3099293183463,-0.0811351653827466
623,Whyteleafe South,51.303489803442105,-0.076712514743058
624,Willesden Green,51.5493732864318,-0.22240760412448
625,Willesden Junction,51.5322339634936,-0.24390914329748298
626,Wimbledon,51.4211078449718,-0.206662835920936
627,Wimbledon Chase,51.4095309322704,-0.214089769747315
628,Wimbledon Park,51.43458095262871,-0.199186275276999
629,Winchmore Hill,51.6338868591581,-0.10091693331638399
630,Wood Green,51.597453728312104,-0.109526589468032
631,Wood Lane,51.5096581948003,-0.22447260863862303
632,Wood Street,51.5866699440063,-0.0019538980132223
633,Woodford,51.6072018443785,0.0340562023454831
634,Woodgrange Park,51.5490525352504,0.0445724961062516
635,Woodmansterne,51.319018579426796,-0.15426212854066298
636,Woodside,51.387097683133895,-0.0653471780994997
637,Woodside Park,51.61786839986421,-0.185425504725524
638,Woolwich Arsenal,51.489907116548004,0.0691939064074983
639,Woolwich Dockyard,51.491107794794594,0.0546123483136155
640,Worcester Park,51.3811044872894,-0.245575291815635
